backers_count,blurb,category,country_displayable_name,created_at,creator,deadline,goal,launched_at,location,name,pledged,slug,spotlight,staff_pick,state,state_changed_at,urls,usd_pledged
36,potty poems to provoke poocrastinators a bathroom book,Comedy,the United States,1535747154,Katamco,1541048340,3000.0,1538405442,"Normal, IL",When Dad Goes Poo.,952.0,when dad goes poo,False,False,failed,1541048341,https://www.kickstarter.com/projects/katamco/when-dad-goes-poo?ref=discovery_category_newest,952.0
1917,athenas daughters is a collection of short speculative fiction by some of the industrys best female authors,Anthologies,the United States,1386423516,Silence in the Library Publishing,1389243540,8500.0,1386653594,"Washington, DC",Athena's Daughters: Women in Science Fiction and Fantasy,44350.51,athenas daughters women in science fiction and fan,True,False,successful,1389243541,https://www.kickstarter.com/projects/103879051/athenas-daughters-women-in-science-fiction-and-fan?ref=discovery_category_newest,44350.51
86,whats haunting every entrepreneurs growth,Academic,the United States,1546644203,Matthew Wilhelmi,1552598199,4000.0,1548713799,"Chicago, IL",Taboo Business Questions,4091.0,taboo business questions,True,False,successful,1552598200,https://www.kickstarter.com/projects/taboobusiness/taboo-business-questions?ref=discovery_category_newest,4091.0
3,im publishing my first book to motivate and help others get thru 100 days i need help with travel and getting my book to the world,Literary Journals,the United States,1446834261,Andrew J Richard,1451613600,15000.0,1447102957,"Wilmington, NC",100 Days To Get Thru,71.0,100 days to get thru,False,False,failed,1451613600,https://www.kickstarter.com/projects/andrewjrichard/100-days-to-get-thru?ref=discovery_category_newest,71.0
21,kung fu tea and one mans journey to finding himself,Fiction,the United States,1391010289,Jesse J. Berry,1396317600,3000.0,1393614526,"Greenville, OH","Chan, Tea and the Way of the Warrior | A Novel",3000.0,chan tea and the way of the warrior a novel,True,False,successful,1396317614,https://www.kickstarter.com/projects/jessejberry/chan-tea-and-the-way-of-the-warrior-a-novel?ref=discovery_category_newest,3000.0
41,legally bellas magazine  photography of 18 to 21 yo amateur models that make fashion to nude girls from uk france spain and italy,Photobooks,the United States,1517584654,Legally Bellas,1521392851,1250.0,1518804451,"Fort Lauderdale, FL",LegallyBellas MAG amateur 18-21 years old girls fashion nude,1330.0,legallybellas mag q2 amateur 18 21 models fashion,True,False,successful,1521392853,https://www.kickstarter.com/projects/1030488260/legallybellas-mag-q2-amateur-18-21-models-fashion?ref=discovery_category_newest,1330.0
189,an inspirational guide to creating lifelong learners through a modern education of curiosity innovation and impact,Academic,the United States,1551898426,SEA Publishing,1560356846,5000.0,1556468846,"San Diego, CA",Project-Based Learning,8814.0,project based learning,True,True,successful,1560356848,https://www.kickstarter.com/projects/projectbasedlearning/project-based-learning?ref=discovery_category_newest,8814.0
2,i have always wanted to self publish my poetry book reflections to see it in a book store and having others read it would be a dream,Poetry,the United States,1326217592,Ryan C. Drewes,1332286293,3000.0,1327105893,"Raleigh, NC","""Reflections"" by R. Chadwick Drewes",110.0,the birth of reflections,False,False,failed,1332286293,https://www.kickstarter.com/projects/ryancdrewes/the-birth-of-reflections?ref=discovery_category_newest,110.0
23,bringing the world of arpgs to life in a neat little digital magazine,Periodicals,the United States,1351785671,ARPGamer (deleted),1354820004,2000.0,1352228004,"Salt Lake City, UT",ARPGamer Magazine,702.0,arpgamer magazine 0,False,False,failed,1354820004,https://www.kickstarter.com/projects/1603039503/arpgamer-magazine-0?ref=discovery_category_newest,702.0
562,comprehensive guidebook for women who want to craft incredible lives in spite of illness created by a fellow sick chick,Nonfiction,the United States,1424636063,Jenni Grover,1427470359,13500.0,1424881959,"Chicago, IL",ChronicBabe 101: Craft an Incredible Life Despite Illness,22095.0,chronicbabe 101 craft an incredible life despite i,True,False,successful,1427470362,https://www.kickstarter.com/projects/chronicbabe/chronicbabe-101-craft-an-incredible-life-despite-i?ref=discovery_category_newest,22095.0
31,koshka zines focus is on presenting diverse viewpoints on central and eastern european culture in welldesigned packages,Periodicals,the United States,1328243184,Kaitlin Kostus,1332979536,900.0,1330218336,"Chicago, IL",Koshka Zine Publishes the Eastern Bloc and Beyond!,950.0,koshka zine publishes the eastern bloc and beyond,True,False,successful,1332979537,https://www.kickstarter.com/projects/1563998551/koshka-zine-publishes-the-eastern-bloc-and-beyond?ref=discovery_category_newest,950.0
239,from head to toe heart and soul this book reminds kids that they arent just cute but also imaginative powerful loving beings,Children's Books,the United States,1470276453,Jessica Jaques Collaço,1478049921,19200.0,1475025921,"Los Angeles, CA","""And So Much More""",20252.5,and so much more,True,False,successful,1478049921,https://www.kickstarter.com/projects/shineyourlightbooks/and-so-much-more?ref=discovery_category_newest,20252.5
11,stories narrated with pictures fashion to simple or artistic nude fairy,Photobooks,the United States,1562371988,Romeo Press,1567290964,150.0,1566426964,"Fort Lauderdale, FL",Photo Stories - Joyful nudes No. 6 - Fairy,478.0,photo stories joyful nudes no 6 fairy,True,False,successful,1567290965,https://www.kickstarter.com/projects/romeopress/photo-stories-joyful-nudes-no-6-fairy?ref=discovery_category_newest,478.0
1,for a while now i have been writing poetry and 2 of my poems have won awards i would like to pursue that passion and be published,Poetry,the United States,1488929960,Michael,1492030174,2500.0,1489438174,"Tuscaloosa, AL",Michaels Shattered Poetry,1.0,michaels shattered poetry,False,False,failed,1492030175,https://www.kickstarter.com/projects/1631025507/michaels-shattered-poetry?ref=discovery_category_newest,1.0
149,dont call me gypsy musings and mishaps on a journey through the american west,Nonfiction,the United States,1464230870,Zeppelin Zeerip,1481814983,5000.0,1479222983,"Salt Lake City, UT",Don't Call Me Gypsy - The Book,6351.0,dont call me gypsy the book,True,False,successful,1481814983,https://www.kickstarter.com/projects/2086460489/dont-call-me-gypsy-the-book?ref=discovery_category_newest,6351.0
57,rumination is a meditation on the beauty of the female form astrid is a great model to capture and inspired some intriguing art,Photobooks,the United States,1571774479,Harlow,1573152085,599.0,1572284485,"Las Vegas, NV",Rumination Volume One Art Nude Photobook,5224.41,rumination volume one art nude photobook,True,False,successful,1573152085,https://www.kickstarter.com/projects/1417664900/rumination-volume-one-art-nude-photobook?ref=discovery_category_newest,5224.41
1,everything you love about mafia and mobster movies combined with two goofy cats that are sure to keep you entertained through the year,Calendars,the United States,1410818112,AJ Donovan,1415047197,2000.0,1411155597,"Chicago, IL",Mafia Cat Calendar,1.0,mobster cat calendar,False,False,failed,1415047197,https://www.kickstarter.com/projects/mafiacatcalendar/mobster-cat-calendar?ref=discovery_category_newest,1.0
122,a twovolume anthology with 20 new adventures of sherlock holmes solving cases involving characters from the stories of hg wells,Anthologies,the United States,1507984714,Derrick Belanger,1511095225,500.0,1508499625,"Manchester, NH",Sherlock Holmes: In the Realms of H.G. Wells Anthology,4986.0,sherlock holmes in the realms of hg wells antholog,True,False,successful,1511095225,https://www.kickstarter.com/projects/belangerbooks/sherlock-holmes-in-the-realms-of-hg-wells-antholog?ref=discovery_category_newest,4986.0
35,anglophiles and expatriates will now have a publication that celebrates the continuing cultural exchange between the us and the uk,Periodicals,the United States,1321245496,Larry Jaffee,1327806416,5000.0,1322622416,"Lower East Side, NY","UK:Cue, A New Magazine On British Film, Telly & Theatre",5075.0,uk cue a new magazine on british film telly and th,True,False,successful,1327806416,https://www.kickstarter.com/projects/1077334105/uk-cue-a-new-magazine-on-british-film-telly-and-th?ref=discovery_category_newest,5075.0
548,new photography book by kirk west this book is focused on the blues the artists the venues the culture,Photobooks,the United States,1491322581,Kirk West,1496116800,50000.0,1492228800,"Macon, GA",The Blues in Black & White by Kirk West,63486.0,the blues in black and white by kirk west,True,False,successful,1496116800,https://www.kickstarter.com/projects/1067190315/the-blues-in-black-and-white-by-kirk-west?ref=discovery_category_newest,63486.0
30,a collection of novelettes that combines vampire mythos and romance with the sacred symbolism and magic of the winter solstice,Anthologies,the United States,1532571833,Once Upon Anthologies,1541001921,8000.0,1538409921,"Nashville, TN",Once Upon the Longest Night: An Anthology of Vampire Stories,1621.0,once upon the longest night an anthology of vampir,False,False,failed,1541001921,https://www.kickstarter.com/projects/onceupon/once-upon-the-longest-night-an-anthology-of-vampir?ref=discovery_category_newest,1621.0
13,a korean war vet makes a journey through past and present traveling toward his only remaining son as he makes peace with his demons,Fiction,the United States,1492710059,Brian Scutt,1495316103,550.0,1492724103,"Syracuse, NY",Korean Road,550.0,korean road,True,False,successful,1495316104,https://www.kickstarter.com/projects/497728519/korean-road?ref=discovery_category_newest,550.0
107,the folks of flinta tribute celebrates the hardworking resilient people of flint michigan,People,the United States,1491061495,Dan White,1500397184,12000.0,1497805184,"Flint, MI","""The Folks of Flint...A Tribute""",13008.0,the folks of flinta tribute,True,False,successful,1500397185,https://www.kickstarter.com/projects/269759202/the-folks-of-flinta-tribute?ref=discovery_category_newest,13008.0
2051,a gorgeous 300 page collection showcasing over 400 examples of comic and illustration art by frank cho,Art Books,the United States,1571951692,Flesk Publications,1575604800,30000.0,1572970051,"Santa Cruz, CA",The Art of Frank Cho: A Twenty-Year Retrospective,248127.0,the art of frank cho a twenty year retrospective,True,False,successful,1575604800,https://www.kickstarter.com/projects/fleskpublications/the-art-of-frank-cho-a-twenty-year-retrospective?ref=discovery_category_newest,248127.0
38,a childrens picture book about learning what makes people unique and different,Children's Books,the United States,1588740114,Jordan Groom,1591384505,2500.0,1588792505,"Los Angeles, CA","""The Perfect You"" - A Children's Book",2893.0,the perfect you a childrens book,True,False,successful,1591384506,https://www.kickstarter.com/projects/jjgroom/the-perfect-you-a-childrens-book?ref=discovery_category_newest,2893.0
160,everyone has bad days and the one thing that never fails to cheer people up is pics of silly cats book of 100 cats to make you smile,Art Books,the United States,1380578937,Meg Golding,1383948862,700.0,1381353262,"Atlanta, GA",Make Cat Therapy Book A Reality,3272.0,make cat therapy book a reality,True,True,successful,1383948916,https://www.kickstarter.com/projects/642777506/make-cat-therapy-book-a-reality?ref=discovery_category_newest,3272.0
1,learn spanish investing few time from your comfortable with hispanic teachers 100 live classes and interactive guides,Academic,the United States,1511880260,Holaspanish.net,1524937001,40000.0,1519756601,"Miami, FL",Holaspanish.net - Online Spanish course completely live,1.0,holaspanishnet online spanish course completely li,False,False,failed,1524937001,https://www.kickstarter.com/projects/holaspanish/holaspanishnet-online-spanish-course-completely-li?ref=discovery_category_newest,1.0
58,2014 young explorers adventure guide tales of science fiction for a middle grade audience foster the love of sf in a new generation,Anthologies,the United States,1401244633,Dreaming Robot Press,1410830673,6500.0,1406856273,"Las Vegas, NM",Bring the stars to a new generation. SF for young readers!,1573.0,bring the stars to a new generation sf for young r,False,True,failed,1410830675,https://www.kickstarter.com/projects/dreamingrobotpress/bring-the-stars-to-a-new-generation-sf-for-young-r?ref=discovery_category_newest,1573.0
4122,a bestinclass firearms history book for enthusiasts collectors and historians alike,Academic,the United States,1572827466,Headstamp Publishing,1589083200,25000.0,1586695692,"Nashville, TN","Thorneycroft to SA80: British Bullpup Firearms, 1901–2020",579585.59,thorneycroft to sa80 british bullpup firearms 19012020,True,False,successful,1589083201,https://www.kickstarter.com/projects/headstamp/thorneycroft-to-sa80-british-bullpup-firearms-19012020?ref=discovery_category_newest,579585.59
23,la ostra magazine is a staunchly print nonprofit literary arts magazine supporting  publishing writers artists  photographers,Art Books,the United States,1358703089,Kerrianne Pearson,1360385580,325.0,1358897089,"Salem, MA",La Ostra Magazine!,570.0,la ostra magazine,True,False,successful,1360385580,https://www.kickstarter.com/projects/933386312/la-ostra-magazine?ref=discovery_category_newest,570.0
44,a book of over 80 largerthanlife 1980s toy portraits that captures details unseen during the hours of play,Art Books,the United States,1313028913,Jeremy Schultz,1316044221,600.0,1313452221,"Carlisle, PA",Souls of Toys - A Photographic Journey Back to Childhood,1271.0,souls of toys a photographic journey back to child,True,False,successful,1316044221,https://www.kickstarter.com/projects/1077281467/souls-of-toys-a-photographic-journey-back-to-child?ref=discovery_category_newest,1271.0
3,learn advanced multiplication tables from 13 to 50,Academic,the United States,1571246198,rasheed huggins,1575500617,20000.0,1572044617,"New York, NY",MULTIPLICATION TIME TABLES BEYOND 12 TO 50 (Canceled),56.0,multiplication time tables beyond 12 to 50,False,False,canceled,1572733944,https://www.kickstarter.com/projects/multiplybeyon12to50/multiplication-time-tables-beyond-12-to-50?ref=discovery_category_newest,56.0
